Geneid	Length
gene9101	3538
gene9102	9569
gene9103	1484
gene9104	2307
gene9105	2426
gene9106	1441
gene9107	2844
gene9108	1954
gene9109	1564
gene9110	852
gene9111	1686
gene9112	85
gene9113	1074
gene9114	3170
gene9115	851
gene9116	1007
gene9117	4960
gene9118	1048
gene9119	1135
gene9120	2144
gene9121	1015
gene9122	2852
gene9123	1936
gene9124	1890
gene9125	627
gene9126	306
gene9127	1293
gene9128	1095
gene9129	513
gene9130	1284
gene9131	2500
gene9132	1353
gene9133	85
gene9134	1125
gene9135	981
gene9136	747
gene9137	846
gene9138	1398
gene9139	1493
gene9140	1290
gene9141	2118
gene9142	73
gene9143	1240
gene9144	1974
gene9145	276
gene9146	1845
gene9147	1995
gene9148	73
gene9149	3651
gene9150	1608
gene9151	897
gene9152	1039
gene9153	2109
gene9154	754
gene9155	1248
gene9156	1135
gene9157	336
gene9158	2575
gene9159	1716
gene9160	2367
gene9161	789
gene9162	1257
gene9163	2748
gene9164	528
gene9165	1056
gene9166	1376
gene9167	2008
gene9168	1555
gene9169	1924
gene9170	2334
gene9171	1556
gene9172	2550
gene9173	4204
gene9174	1167
gene9175	2395
gene9176	1158
gene9177	2383
gene9178	1674
gene9179	474
gene9180	1317
gene9181	1734
gene9182	1215
gene9183	6374
gene9184	1638
gene9185	4243
gene9186	303
gene9187	1664
gene9188	116
gene9189	1577
gene9190	2160
gene9191	9249
gene9192	4789
gene9193	2071
gene9194	1742
gene9195	1785
gene9196	1863
gene9197	4548
gene9198	399
gene9199	951
gene9200	2037
gene9201	1302
gene9202	1115
gene9203	111
gene9204	1032
gene9205	1467
gene9206	72
gene9207	1918
gene9208	2197
gene9209	71
gene9210	92
gene9211	965
gene9212	393
gene9213	1075
gene9214	2648
gene9215	4128
gene9216	1993
gene9217	3162
gene9218	2037
gene9219	632
gene9220	1548
gene9221	1498
gene9222	1424
gene9223	1786
gene9224	816
gene9225	1956
gene9226	1284
gene9227	1054
gene9228	675
gene9229	72
gene9230	3430
gene9231	978
gene9232	1589
gene9233	4287
gene9234	1585
gene9235	7041
gene9236	2548
gene9237	102
gene9238	1551
gene9239	1205
gene9240	3515
gene9241	2216
gene9242	1087
gene9243	1356
gene9244	3150
gene9245	1667
gene9246	531
gene9247	1230
gene9248	2271
gene9249	3259
gene9250	765
gene9251	1466
gene9252	1566
gene9253	1167
gene9254	558
gene9255	1788
gene9256	702
gene9257	740
gene9258	2657
gene9259	1223
gene9260	2388
gene9261	1244
gene9262	1834
gene9263	2177
gene9264	2452
gene9265	5502
gene9266	3381
gene9267	1009
gene9268	3745
gene9269	2150
gene9270	4345
gene9271	4269
gene9272	1965
gene9273	791
gene9274	1848
gene9275	692
gene9276	100
gene9277	3103
gene9278	1569
gene9279	1417
gene9280	1590
gene9281	291
gene9282	3441
gene9283	2340
gene9284	1755
gene9285	3047
gene9286	1341
gene9287	501
gene9288	3448
gene9289	1772
gene9290	92
gene9291	3701
gene9292	3281
gene9293	1964
gene9294	748
gene9295	1806
gene9296	1034
gene9297	399
gene9298	1059
gene9299	780
gene9300	2063
gene9301	1043
gene9302	1975
gene9303	3753
gene9304	105
gene9305	2910
gene9306	4145
gene9307	1623
gene9308	960
gene9309	3369
gene9310	2247
gene9311	3364
gene9312	4536
gene9313	1987
gene9314	3696
gene9315	4890
gene9316	74
gene9317	1176
gene9318	789
gene9319	3654
gene9320	1231
gene9321	5091
gene9322	72
gene9323	2808
gene9324	1185
gene9325	2222
gene9326	234
gene9327	4745
gene9328	4148
gene9329	2101
gene9330	372
gene9331	807
gene9332	399
gene9333	864
gene9334	1514
gene9335	2633
gene9336	1944
gene9337	1346
gene9338	6093
gene9339	462
gene9340	2363
gene9341	90
gene9342	1059
gene9343	961
gene9344	2258
gene9345	1411
gene9346	2091
gene9347	1284
gene9348	2447
gene9349	2736
gene9350	82
gene9351	2303
gene9352	2488
gene9353	1913
gene9354	2829
gene9355	1827
gene9356	1613
gene9357	1809
gene9358	836
gene9359	3202
gene9360	99
gene9361	3453
gene9362	3667
gene9363	3625
gene9364	1719
gene9365	1290
gene9366	1134
gene9367	96
gene9368	2453
gene9369	1935
gene9370	1782
gene9371	1434
gene9372	1576
gene9373	3535
gene9374	1252
gene9375	2587
gene9376	1097
gene9377	72
gene9378	330
gene9379	4867
gene9380	1765
gene9381	2142
gene9382	1317
gene9383	1836
gene9384	1074
gene9385	1179
gene9386	1017
gene9387	542
gene9388	3042
gene9389	1577
gene9390	1846
gene9391	531
gene9392	294
gene9393	1144
gene9394	1227
gene9395	5468
gene9396	3819
gene9397	2154
gene9398	2402
gene9399	1179
gene9400	3182
gene9401	1843
gene9402	940
gene9403	73
gene9404	85
gene9405	2204
gene9406	3700
gene9407	3571
gene9408	3902
gene9409	4156
gene9410	1498
gene9411	2318
gene9412	7611
gene9413	351
gene9414	2970
gene9415	2755
gene9416	798
gene9417	2605
gene9418	1222
gene9419	1093
gene9420	1007
gene9421	2367
gene9422	2903
gene9423	1767
gene9424	6644
gene9425	495
gene9426	726
gene9427	810
gene9428	717
gene9429	507
gene9430	1599
gene9431	725
gene9432	1512
gene9433	2556
gene9434	1467
gene9435	2661
gene9436	2352
gene9437	2015
gene9438	942
gene9439	1071
gene9440	300
gene9441	847
gene9442	534
gene9443	699
gene9444	819
gene9445	690
gene9446	1095
gene9447	525
gene9448	585
gene9449	1110
gene9450	3955
gene9451	4365
gene9452	4157
gene9453	3266
gene9454	823
gene9455	1553
gene9456	71
gene9457	2053
gene9458	3174
gene9459	1354
gene9460	72
gene9461	819
gene9462	1719
gene9463	2581
gene9464	1576
gene9465	822
gene9466	92
gene9467	2138
gene9468	1781
gene9469	2005
gene9470	1854
gene9471	1610
gene9472	2395
gene9473	2058
gene9474	1887
gene9475	3052
gene9476	3886
gene9477	7680
gene9478	3526
gene9479	2315
gene9480	516
gene9481	2440
gene9482	4519
gene9483	1353
gene9484	1199
gene9485	1138
gene9486	1375
gene9487	85
gene9488	3128
gene9489	1332
gene9490	1110
gene9491	2188
gene9492	2553
gene9493	5799
gene9494	1591
gene9495	93
gene9496	4109
gene9497	4269
gene9498	903
gene9499	1704
gene9500	1777
gene9501	3065
gene9502	1871
gene9503	504
gene9504	519
gene9505	435
gene9506	423
gene9507	722
gene9508	507
gene9509	519
gene9510	633
gene9511	813
gene9512	1032
gene9513	624
gene9514	642
gene9515	591
gene9516	324
gene9517	324
gene9518	765
gene9519	2922
gene9520	2618
gene9521	1798
gene9522	612
gene9523	759
gene9524	92
gene9525	3196
gene9526	3290
gene9527	746
gene9528	3273
gene9529	1168
gene9530	2338
gene9531	1858
gene9532	1730
gene9533	1313
gene9534	2229
gene9535	4820
gene9536	2236
gene9537	1462
gene9538	3960
gene9539	89
gene9540	1364
gene9541	2499
gene9542	965
gene9543	4425
gene9544	1449
gene9545	116
gene9546	2526
gene9547	2275
gene9548	11125
gene9549	1432
gene9550	3307
gene9551	3246
gene9552	2192
gene9553	1150
gene9554	1598
gene9555	2998
gene9556	2358
gene9557	2265
gene9558	2351
gene9559	1322
gene9560	2905
gene9561	1722
gene9562	1060
gene9563	1666
gene9564	1103
gene9565	3476
gene9566	985
gene9567	827
gene9568	1332
gene9569	1473
gene9570	981
gene9571	1179
gene9572	1852
gene9573	891
gene9574	3280
gene9575	1493
gene9576	2741
gene9577	3313
gene9578	1190
gene9579	3173
gene9580	2682
gene9581	860
gene9582	1320
gene9583	72
gene9584	327
gene9585	1326
gene9586	1784
gene9587	3335
gene9588	1519
gene9589	107
gene9590	72
gene9591	1273
gene9592	1098
gene9593	333
gene9594	965
gene9595	231
gene9596	459
gene9597	2427
gene9598	1692
gene9599	116
gene9600	315
gene9601	1969
gene9602	2530
gene9603	7175
gene9604	1365
gene9605	1221
gene9606	2275
gene9607	2247
gene9608	447
gene9609	408
gene9610	1940
gene9611	1646
gene9612	402
gene9613	654
gene9614	73
gene9615	1690
gene9616	2165
gene9617	2867
gene9618	513
gene9619	72
gene9620	1317
gene9621	1406
gene9622	1020
gene9623	2517
gene9624	2447
gene9625	973
gene9626	74
gene9627	1584
gene9628	3282
gene9629	3029
gene9630	2129
gene9631	2139
gene9632	1723
gene9633	1628
gene9634	3180
gene9635	1524
gene9636	1242
gene9637	89
gene9638	1446
gene9639	74
gene9640	1835
gene9641	106
gene9642	1965
gene9643	857
gene9644	2467
gene9645	2185
gene9646	2209
gene9647	1883
gene9648	3496
gene9649	2912
gene9650	1292
gene9651	2711
gene9652	1527
gene9653	2619
gene9654	2014
gene9655	1970
gene9656	1611
gene9657	348
gene9658	2721
gene9659	1196
gene9660	7040
gene9661	3129
gene9662	1752
gene9663	1739
gene9664	2703
gene9665	3096
gene9666	1600
gene9667	1183
gene9668	1397
gene9669	3776
gene9670	1647
gene9671	3996
gene9672	1667
gene9673	4102
gene9674	3163
gene9675	952
gene9676	1897
gene9677	74
gene9678	9538
gene9679	108
gene9680	378
gene9681	2415
gene9682	1527
gene9683	1419
gene9684	1861
gene9685	951
gene9686	3322
gene9687	2220
gene9688	1831
gene9689	89
gene9690	1450
gene9691	1804
gene9692	783
gene9693	672
gene9694	889
gene9695	762
gene9696	696
gene9697	89
gene9698	1488
gene9699	1247
gene9700	981
gene9701	1901
gene9702	649
gene9703	489
gene9704	2057
gene9705	1225
gene9706	71
gene9707	113
gene9708	2210
gene9709	4297
gene9710	1839
gene9711	74
gene9712	2318
gene9713	106
gene9714	1257
gene9715	2491
gene9716	1567
gene9717	4900
gene9718	3282
gene9719	1913
gene9720	92
gene9721	1536
gene9722	2040
gene9723	537
gene9724	2090
gene9725	1744
gene9726	1624
gene9727	1448
gene9728	1203
gene9729	984
gene9730	2533
gene9731	2144
gene9732	2142
gene9733	1227
gene9734	1884
gene9735	1555
gene9736	1275
gene9737	2342
gene9738	456
gene9739	73
gene9740	3836
gene9741	95
gene9742	1014
gene9743	4871
gene9744	71
gene9745	1136
gene9746	864
gene9747	1070
gene9748	3255
gene9749	3313
gene9750	2143
gene9751	949
gene9752	1925
gene9753	2492
gene9754	2264
gene9755	2613
gene9756	4017
gene9757	2090
gene9758	825
gene9759	1827
gene9760	2855
gene9761	1733
gene9762	4209
gene9763	1549
gene9764	2429
gene9765	3777
gene9766	2439
gene9767	462
gene9768	3730
gene9769	1062
gene9770	2347
gene9771	2606
gene9772	2287
gene9773	3241
gene9774	2254
gene9775	1089
gene9776	1246
gene9777	2306
gene9778	1729
gene9779	1205
gene9780	2456
gene9781	696
gene9782	2014
gene9783	1525
gene9784	2284
gene9785	1363
gene9786	743
gene9787	2744
gene9788	2032
gene9789	5004
gene9790	1460
gene9791	3579
gene9792	2268
gene9793	73
gene9794	1320
gene9795	595
gene9796	88
gene9797	1482
gene9798	3957
gene9799	4959
gene9800	1261
gene9801	5557
gene9802	71
gene9803	294
gene9804	71
gene9805	2369
gene9806	1854
gene9807	1733
gene9808	71
gene9809	86
gene9810	999
gene9811	106
gene9812	1452
gene9813	1647
gene9814	1818
gene9815	3092
gene9816	4360
gene9817	3205
gene9818	1607
gene9819	2903
gene9820	1897
gene9821	3983
gene9822	2989
gene9823	767
gene9824	1691
gene9825	579
gene9826	948
gene9827	1697
gene9828	2676
gene9829	1920
gene9830	1626
gene9831	2642
gene9832	1716
gene9833	1103
gene9834	1299
gene9835	1041
gene9836	1232
gene9837	1369
gene9838	2375
gene9839	3369
gene9840	1837
gene9841	4900
gene9842	1938
gene9843	107
gene9844	3024
gene9845	2757
gene9846	2583
gene9847	1507
gene9848	1116
gene9849	1317
gene9850	1023
gene9851	1985
gene9852	1845
gene9853	2179
gene9854	1275
gene9855	633
gene9856	1533
gene9857	1742
gene9858	729
gene9859	1620
gene9860	3938
gene9861	1798
gene9862	1160
gene9863	3055
gene9864	3064
gene9865	995
gene9866	1432
gene9867	1303
gene9868	3409
gene9869	1088
gene9870	2295
gene9871	87
gene9872	87
gene9873	2028
gene9874	1048
gene9875	1062
gene9876	770
gene9877	276
gene9878	1464
gene9879	2969
gene9880	2322
gene9881	2156
gene9882	2460
gene9883	2506
gene9884	2856
gene9885	2173
gene9886	3706
gene9887	2190
gene9888	2451
gene9889	3687
gene9890	2936
gene9891	3741
gene9892	1696
gene9893	2676
gene9894	1478
gene9895	2604
gene9896	3180
gene9897	2882
gene9898	818
gene9899	3391
gene9900	1847
gene9901	819
gene9902	4986
gene9903	1588
gene9904	3783
gene9905	2833
gene9906	2423
gene9907	3101
gene9908	1189
gene9909	3860
gene9910	1369
gene9911	1488
gene9912	4105
gene9913	2664
gene9914	3386
gene9915	89
gene9916	2650
gene9917	3151
gene9918	93
gene9919	2408
gene9920	1025
gene9921	1104
gene9922	1856
gene9923	2645
gene9924	96
gene9925	3701
gene9926	1339
gene9927	1445
gene9928	2281
gene9929	5212
gene9930	3027
gene9931	1528
gene9932	1728
gene9933	4682
gene9934	1893
gene9935	1555
gene9936	3136
gene9937	2805
gene9938	3125
gene9939	561
gene9940	1738
gene9941	2413
gene9942	1770
gene9943	1443
gene9944	1132
gene9945	1785
gene9946	99
gene9947	890
gene9948	1403
gene9949	2389
gene9950	2510
gene9951	3106
gene9952	393
gene9953	1228
gene9954	1062
gene9955	2626
gene9956	1901
gene9957	1470
gene9958	2890
gene9959	2646
gene9960	4183
gene9961	6387
gene9962	4813
gene9963	4650
gene9964	1881
gene9965	2012
gene9966	4118
gene9967	306
gene9968	1540
gene9969	4516
gene9970	5024
gene9971	3200
gene9972	5680
gene9973	95
gene9974	1887
gene9975	1946
gene9976	1670
gene9977	2726
gene9978	1564
gene9979	2358
gene9980	1092
gene9981	1135
gene9982	1369
gene9983	1946
gene9984	2181
gene9985	93
gene9986	3247
gene9987	1257
gene9988	1470
gene9989	2210
gene9990	6243
gene9991	2779
gene9992	468
gene9993	73
gene9994	72
gene9995	88
gene9996	1264
gene9997	1027
gene9998	2160
gene9999	2044
gene10000	73
gene10001	1673
gene10002	2019
gene10003	3819
gene10004	906
gene10005	1664
gene10006	2513
gene10007	73
gene10008	3377
gene10009	3979
gene10010	2513
gene10011	953
gene10012	2786
gene10013	4878
gene10014	3627
gene10015	477
gene10016	807
gene10017	2948
gene10018	564
gene10019	90
gene10020	423
gene10021	789
gene10022	4064
gene10023	282
gene10024	2321
gene10025	1035
gene10026	919
gene10027	1779
gene10028	595
gene10029	459
gene10030	1766
gene10031	408
gene10032	836
gene10033	2654
gene10034	5530
gene10035	1879
gene10036	1253
gene10037	2121
gene10038	1606
gene10039	1222
gene10040	729
gene10041	1345
gene10042	3154
gene10043	1709
gene10044	2126
gene10045	4292
gene10046	1018
gene10047	3494
gene10048	2424
gene10049	3044
gene10050	4737
gene10051	1362
gene10052	1965
gene10053	573
gene10054	2052
gene10055	1597
gene10056	4405
gene10057	621
gene10058	2489
gene10059	2229
gene10060	4275
gene10061	1906
gene10062	2659
gene10063	1726
gene10064	2717
gene10065	2344
gene10066	4327
gene10067	1558
gene10068	2268
gene10069	1486
gene10070	1645
gene10071	2343
gene10072	1572
gene10073	1350
gene10074	3038
gene10075	2850
gene10076	927
gene10077	2924
gene10078	2527
gene10079	531
gene10080	2463
gene10081	468
gene10082	1138
gene10083	941
gene10084	3588
gene10085	2880
gene10086	5623
gene10087	3472
gene10088	4968
gene10089	2108
gene10090	2648
gene10091	2311
gene10092	2071
gene10093	1963
gene10094	2048
gene10095	2382
gene10096	4291
gene10097	2790
gene10098	3900
gene10099	7205
gene10100	3124
gene10101	2246
gene10102	1817
gene10103	3482
gene10104	1393
gene10105	1956
gene10106	1882
gene10107	1440
gene10108	5313
gene10109	2620
gene10110	3179
gene10111	1315
gene10112	2016
gene10113	1507
gene10114	2857
gene10115	3403
gene10116	828
gene10117	2549
gene10118	2826
gene10119	3113
gene10120	2568
gene10121	946
gene10122	698
gene10123	3972
gene10124	2416
gene10125	689
gene10126	2867
gene10127	2205
gene10128	837
gene10129	345
gene10130	2403
gene10131	3237
gene10132	4706
gene10133	116
gene10134	3512
gene10135	397
gene10136	1747
gene10137	699
gene10138	1038
gene10139	1663
gene10140	722
gene10141	88
gene10142	1756
gene10143	1857
gene10144	5984
gene10145	2751
gene10146	71
gene10147	1023
gene10148	2509
gene10149	73
gene10150	1514
gene10151	594
gene10152	2085
gene10153	2895
gene10154	2424
gene10155	872
gene10156	2315
gene10157	2694
gene10158	1965
gene10159	654
gene10160	1386
gene10161	2894
gene10162	8780
gene10163	1156
gene10164	3289
gene10165	4252
gene10166	3061
gene10167	1524
gene10168	1553
gene10169	1568
gene10170	3098
gene10171	357
gene10172	1909
gene10173	1460
gene10174	1392
gene10175	2117
gene10176	86
gene10177	1601
gene10178	4091
gene10179	1424
gene10180	3791
gene10181	472
gene10182	2318
gene10183	1759
gene10184	2667
gene10185	1985
gene10186	1751
gene10187	1330
gene10188	1173
gene10189	2857
gene10190	2146
gene10191	3474
gene10192	1819
gene10193	1969
gene10194	1251
gene10195	1454
gene10196	1236
gene10197	1976
gene10198	1679
gene10199	1723
gene10200	836
gene10201	2473
gene10202	2774
gene10203	1914
gene10204	1695
gene10205	1805
gene10206	1863
gene10207	1371
gene10208	2822
gene10209	2656
gene10210	1377
gene10211	82
gene10212	759
gene10213	3626
gene10214	2551
gene10215	1461
gene10216	1218
gene10217	2458
gene10218	1209
gene10219	2052
gene10220	731
gene10221	958
gene10222	1114
gene10223	836
gene10224	1835
gene10225	630
gene10226	627
gene10227	1572
gene10228	72
gene10229	687
gene10230	1904
gene10231	717
gene10232	2932
gene10233	1999
gene10234	3456
gene10235	886
gene10236	1444
gene10237	72
gene10238	1459
gene10239	1753
gene10240	1242
gene10241	699
gene10242	1118
gene10243	1314
gene10244	447
gene10245	1126
gene10246	1173
gene10247	1113
gene10248	2388
gene10249	861
gene10250	2262
gene10251	1300
gene10252	1983
gene10253	1064
gene10254	708
gene10255	2772
gene10256	1706
gene10257	789
gene10258	1323
gene10259	2109
gene10260	2979
gene10261	2263
gene10262	873
gene10263	2594
gene10264	3370
gene10265	1253
gene10266	1233
gene10267	1123
gene10268	1235
gene10269	2297
gene10270	2297
gene10271	1511
gene10272	3678
gene10273	1888
gene10274	498
gene10275	480
gene10276	1987
gene10277	82
gene10278	3501
gene10279	836
gene10280	5286
gene10281	999
gene10282	432
gene10283	665
gene10284	1773
gene10285	1951
gene10286	3337
gene10287	921
gene10288	2330
gene10289	87
gene10290	3016
gene10291	5521
gene10292	8724
gene10293	1984
gene10294	2492
gene10295	4706
gene10296	2377
gene10297	1784
gene10298	2211
gene10299	375
gene10300	1419
gene10301	2216
gene10302	1885
gene10303	805
gene10304	465
gene10305	2215
gene10306	1491
gene10307	1987
gene10308	2201
gene10309	1439
gene10310	2477
gene10311	780
gene10312	2600
gene10313	336
gene10314	115
gene10315	840
gene10316	3179
gene10317	294
gene10318	882
gene10319	3629
gene10320	74
gene10321	2266
gene10322	3163
gene10323	1974
gene10324	2400
gene10325	4872
gene10326	954
gene10327	2483
gene10328	2475
gene10329	1918
gene10330	10703
gene10331	2279
gene10332	713
gene10333	864
gene10334	2630
gene10335	1687
gene10336	1873
gene10337	2396
gene10338	842
gene10339	693
gene10340	2903
gene10341	1539
gene10342	2107
gene10343	2213
gene10344	1689
gene10345	1119
gene10346	1626
gene10347	4583
gene10348	2955
gene10349	4146
gene10350	3898
gene10351	2388
gene10352	711
gene10353	5032
gene10354	1716
gene10355	1142
gene10356	1433
gene10357	2247
gene10358	2154
gene10359	861
gene10360	472
gene10361	1054
gene10362	1757
gene10363	910
gene10364	1556
gene10365	2855
gene10366	1327
gene10367	2254
gene10368	1148
gene10369	3213
gene10370	1202
gene10371	504
gene10372	2710
gene10373	3780
gene10374	2889
gene10375	3365
gene10376	1446
gene10377	1533
gene10378	3348
gene10379	623
gene10380	1452
gene10381	2156
gene10382	1841
gene10383	615
gene10384	2446
gene10385	1411
gene10386	6015
gene10387	753
gene10388	780
gene10389	1526
gene10390	3772
gene10391	1065
gene10392	2378
gene10393	2713
gene10394	1828
gene10395	7156
gene10396	4611
gene10397	1188
